source,target,en_length,zh_length
"He's very careful with how he moves Cameron, terrified that his breathing might stop again.",他异常小心地移动Cameron，生怕他的呼吸再度停止。,91,27
"But as he stands, cradling Cameron in his arms, he looks up.",但当搂着Cameron起身时，他不经意间一瞥。,60,23
"Standing twenty feet away, toward that trailer, is another bear.",离那辆拖车二十英尺的地方，站着一头熊。,64,19
He's holding a shotgun.,端着一柄猎枪的熊。,23,9
A bloody red light tears a hole through the middle of the office room.,猩红色的光线在办公室正中撕出一道裂口。,70,19
The demonic light caresses the countless books held against the walls. Tomes that had surely outlived the duties of many a Demon Lord.,鬼魅的光芒抚摸着排在墙边数不尽的书籍，这些书籍的年岁甚至比大部分魔王的任期还要长。,134,41
"Though, for all the secrets and worlds kept between their pages, you had seen enough of them. The light rips apart further—a portal, from which you step out into the otherwise fairly regular room.",书页中隐藏着无数的秘密与世界，但这些都勾不起你的兴趣。光进一步撕裂，形成了一道传送门。你从其中走出，步入了一个错落有致的房间。,196,63
"A glass bookshelf to your left is bathed in a red hued light, reflecting your figure. If the horns, the yellow iris and the blue flame over your head did not already give it away, you are a demon.",左侧一个沐浴在红光之中的玻璃书架映照出你的身影。头上的双角、黄色的虹膜以及蓝色火焰无不彰显出你恶魔的身份。,196,53
"Reaching the edge of the desk, you drop your hand against the hardwood and drag it along the surface until you take a seat behind the table.",你用手在硬木桌面上划动，走到书桌后面坐下。,140,21
"Today, you begin your reign over the spawns of the Underworld, as the all mighty judge of the world’s sinners.",作为世间全部罪人的，无所不能的审判者，今天，你将开始对冥界的统治。,110,33
"Today, you will make a mark on the world!",今天，你将让世界铭记！,41,11
"Another portal opens up in the middle of your office. That familiar portly demonic gut-mouth sticks out first, eventually followed by the dark bullish figure you know as Vendrake.",另一道传送门在办公室中展开了，根据最先出现的那个发福的嘴状肚子，你知道来者是Vendrake。,179,47
The right hand demon of every single Demon Lord thus far in the flesh.,迄今为止所有魔王的副手。,70,12
His shirt is so primly tucked into his pants you wonder how long he spends checking himself out in the mirror every morning.,他塞进裤子里的衬衫是如此整齐，你不禁好奇他每天早晨会在镜子前打扮多长时间。,124,37
"The demon’s slow gait combined with his slightly raised chin exudes confidence. If you didn’t know better, you’d think he owned the place— commanding the room with his eons of experience.",他的步伐不紧不慢，再结合微微扬起的下巴，整个恶魔都散发着自信，在局外人眼中俨然一副拥有亿万年经验的管理者模样。,187,55
"Despite your place as the Demon Lord, you can’t help but acknowledge that this demon is older, wiser, and holds just as much power as you do.",尽管你贵为魔王，但不得不承认，对方比你更为古老、聪慧，且拥有不亚于你的力量。,141,38
The portly demon hands you a small rectangular piece of plastic.,大腹便便的恶魔递给你一张长方形塑料片。,64,19
"On the top, there’s the title “Demon Lord, Probation”",塑料片最顶端写着：‘魔王，见习。’,53,17
"Asterion, that's a familiar name, there was a bull with that name here before.",Asterion，熟悉的称呼，这里曾有一头公牛也叫这个名字。,78,30
"Amicus, a name fit for a king.",Amicus，一个具有帝王之气的名字。,30,19
"Eyvind, like the adventurer that died repeatedly in that fogged forest.",Eyvind，听起来像某个在雾气弥漫的森林中出生入死的冒险者。,71,31
"Chase, that name carries a sense of dread.",Chase，给人以恐惧感的姓名。,42,16
"Torahiko, a lost soul famous for living a thousand lives, but none his own.",Torahiko，一个迷失的灵魂。他经历了一千次轮回，却没有一次属于他自己。,75,38
Some jokes never get old.,有些笑话永远不过时。,25,10
The black ink glows white and solidifies upon the name card.,黑色的墨水发出白光，并在名片上凝固。,60,18
Vendrake snaps his fingers and a large file labelled “Demon Lord Orientation” appears between his hands.,Vendrake打了个响指，一个标有‘魔王培训’的大册子应声落在他两手之间。,104,38
The file looks big enough to be classified as a weapon.,那个册子厚到拿来当武器也不过分。,55,16
You feel sick to your stomach by the mere sight of it.,只看了一眼，你就一阵反胃。,54,13
Your shoulders fall from the weight of Vendrake’s words.,听到Vendrake此言，你垂下了肩。,56,19
Vendrake rubs his forehead and frowns.,Vendrake皱着眉，揉了揉额头。,38,18
"Vendrake raises a finger to retaliate but pulls it back. He frowns slightly, but to you, he’s always frowning.",Vendrake伸出一根手指想要抗议，不过又收了回去，微微皱起眉头。虽然对你来说他没有一刻不皱眉的。,110,50
You struggle to pay attention to Vendrake’s lecture. {w=2}{nw},你很难专注在Vendrake的授课上。{w=2}{nw},62,28
"Of course, each time you’re caught not paying attention, Vendrake would slap the table loudly with his tail to bring you back to the education at hand.",当然，每当Vendrake注意到你在开小差，他都会用尾巴大声拍打桌子，把你带回现实。,151,42
"He also goes into a long explanation about his role as Chief of Security, how his forces patrol the Underworld to maintain order, and the various boring documents they fill out on a daily basis to do so.",他还详细说明了他作为安全主管的职责：他的部队如何在冥界巡逻、维持秩序，以及他们每天都要为此填写各种无聊的文件。,203,55
"When Vendrake had finished his spiel​​— and mini policy documentary, all you want to do is to get out of the office and start meeting your crew.",当Vendrake终于完成他的长篇大论，外加一部小型政策纪录片的时候，你满脑子就只想着一件事：离开这间办公室，去见自己的同事们。,144,64
"Your portal opens upon Amare’s workshop, just one of the many office floors that comprise the never-ending soul-crushing depths of the Underworld.",你将传送门出口设置在了Amare的工坊，一栋平平无奇的办公楼中。正是众多类似的建筑，构成了这永无止境摧残着灵魂的冥界。,146,59
"Bright round orbs of light hover in the sky-high ceiling, illuminating the entire area below. The space can be likened to a hangar filled to the brim with containers and machines.",明亮的光球盘旋在高高的天花板上，照亮了下方的区域。整个空间说是一个装满了集装箱和机械的飞机库也不为过。,179,51
"Large, powerful air vents stand where one would expect windows to reside. But then again, there is nothing that exceptional to see in the Underworld, at least for you.",原本应该装着窗户的地方被巨大而强劲的通风口所取代。不过话说回来，冥界也没什么令人惊艳的美景，至少对你而言没有。,167,55
"As you walk towards the cat demon standing over his workbench, you recall your youth.",你朝站在工作台前的猫恶魔走去，儿时的记忆涌入脑海。,85,25
"You visited this workspace several times while growing up. Amare would always give you the newest toy he had created, which regularly ended up with him receiving an earful from your father.",你从小就喜欢参观这个工坊。Amare总把他最新发明的玩具送给你，虽然他往往收获你父亲的一顿臭骂。,189,48
"When you were older, you learnt that the toys were actually experimental weapons.",等你长大后，才知道那些玩具实际上是实验性武器。,81,23
"Still, you found Amare to be amusing, and now you have a chance to know him on a professional and personal level.",不过你依然觉得Amare是个有趣的恶魔，现在，你有机会从专业和个人层面了解他了。,113,40
"Small spider-shaped robots scurry around the workshop, carrying pieces of metal, wires, and other technology you do not recognise. They’re working to organise materials in the many large cabinets that line the workshop walls.",蜘蛛形状的小机器人携带着金属、电线，和其他你不认识的设备在工坊里忙碌，它们正在整理墙边那排柜子里的材料。,225,52
The cat demon has yet to notice your presence.,猫恶魔尚未察觉到你的存在。,46,13
"Instead he is hands-deep inside the back of what looks like a modified fridge. As he yanks random wires from the machine, his translucent arms float above him to take notes.",相反，他把手伸进一个看起来像是改装过的冰箱后面，随意扯出几根电线，同时用浮在空中的半透明手臂做着笔记。,173,51
